DEPTH,TVD,GR,ROBB,TNPH,SWOB,STOR,ROP5,SMSE,Formation
2468.2704,1988.1807,114.2603,2362.093,30.6662,4.6403,17.460259999999998,42.86154,9.4488,Dawson Canyon Formation
2468.4228,1988.2297,116.3303,2381.127,30.6056,3.9741,17.18368,42.40462,9.8769,Dawson Canyon Formation
2468.4331,1988.2541500000002,114.83525,2373.444,31.3549,3.3079,16.9071,41.9477,10.305,Dawson Canyon Formation
2468.5752,1988.2786,113.3402,2365.761,32.1042,3.23298,16.49222,41.42884,10.51454,Dawson Canyon Formation
2468.7276,1988.3275,108.8109,2361.75,31.793,3.15806,16.07734,40.90998,10.72408,Dawson Canyon Formation
2468.88,1988.3765,104.423,2362.951,32.3659,3.08314,15.66246,40.39112,10.93362,Dawson Canyon Formation
2469.0324,1988.4254,105.4669,2383.039,33.4116,3.00822,15.247580000000001,39.87226,11.14316,Dawson Canyon Formation
2469.0518,1988.44985,109.06739999999999,2399.329,33.0691,2.9333,14.8327,39.3534,11.3527,Dawson Canyon Formation
2469.1848,1988.4743,112.6679,2415.619,32.7266,2.9528,15.117420000000001,39.27268,11.29114,Dawson Canyon Formation
2469.3372,1988.5233,116.4365,2441.378,31.4625,2.9723,15.402140000000001,39.19196,11.22958,Dawson Canyon Formation
2469.4896,1988.5722,109.2709,2429.905,31.1844,2.9918,15.68686,39.11124,11.16802,Dawson Canyon Formation
2469.642,1988.6212,99.7521,2410.585,31.7913,3.0113000000000003,15.97158,39.03052,11.10646,Dawson Canyon Formation
2469.6782,1988.64565,100.75175,2392.54,31.6381,3.0308,16.2563,38.9498,11.0449,Dawson Canyon Formation
2469.7944,1988.6701,101.7514,2374.495,31.4849,3.1550000000000002,15.842775,38.014300000000006,10.870475,Dawson Canyon Formation
2469.9468,1988.7191,107.8731,2365.822,29.8119,3.2792000000000003,15.42925,37.0788,10.69605,Dawson Canyon Formation
2470.0992,1988.768,110.1024,2347.118,30.4982,3.4034,15.015725,36.143299999999996,10.521625,Dawson Canyon Formation
2470.2004,1988.7925,112.46440000000001,2354.1639999999998,30.778,3.5276,14.6022,35.2078,10.3472,Dawson Canyon Formation
2470.2516,1988.817,114.8264,2361.21,31.0578,3.45898,15.19332,34.83688,11.21826,Dawson Canyon Formation
2470.404,1988.866,117.905,2377.922,32.5213,3.39036,15.78444,34.46596,12.08932,Dawson Canyon Formation
2470.5564,1988.9149,113.5349,2390.511,32.6821,3.32174,16.37556,34.09504,12.96038,Dawson Canyon Formation
2470.7088,1988.9639,110.2263,2384.244,32.8025,3.25312,16.96668,33.72412,13.83144,Dawson Canyon Formation
2470.7498,1988.9884,111.4117,2384.1095,32.67495,3.1845,17.5578,33.3532,14.7025,Dawson Canyon Formation
2470.8612,1989.0129,112.5971,2383.975,32.5474,3.14364,17.15106,33.7988,13.96588,Dawson Canyon Formation
2471.0136,1989.0618,111.5002,2371.185,32.2142,3.10278,16.744320000000002,34.2444,13.22926,Dawson Canyon Formation
2471.166,1989.1108,106.44,2364.534,32.7808,3.0619199999999998,16.33758,34.690000000000005,12.49264,Dawson Canyon Formation
2471.3184,1989.1598,107.5016,2358.493,32.5724,3.02106,15.93084,35.135600000000004,11.75602,Dawson Canyon Formation
2471.3467,1989.1843,109.35935,2359.0905000000002,32.2529,2.9802,15.5241,35.5812,11.0194,Dawson Canyon Formation
2471.4708,1989.2088,111.2171,2359.688,31.9334,3.1802799999999998,15.5485,35.39992,11.14824,Dawson Canyon Formation
2471.6232,1989.2578,108.4924,2353.788,31.8666,3.38036,15.5729,35.21864,11.27708,Dawson Canyon Formation
2471.7756,1989.3068,102.5122,2382.875,31.7037,3.58044,15.5973,35.03736,11.40592,Dawson Canyon Formation
2471.928,1989.3557,101.6276,2419.249,32.1225,3.78052,15.6217,34.85608,11.53476,Dawson Canyon Formation
2471.9512,1989.3802,103.25534999999999,2420.112,32.1912,3.9806,15.6461,34.6748,11.6636,Dawson Canyon Formation
2472.0804,1989.4047,104.8831,2420.975,32.2599,3.85648,15.76542,35.18258,11.5646,Dawson Canyon Formation
2472.2328,1989.4537,105.7913,2386.077,34.0077,3.73236,15.88474,35.69036,11.4656,Dawson Canyon Formation
2472.3852,1989.5027,106.9472,2351.147,33.0602,3.60824,16.00406,36.19814,11.3666,Dawson Canyon Formation
2472.5376,1989.5517,110.3914,2354.264,32.3506,3.48412,16.12338,36.70592,11.2676,Dawson Canyon Formation
2472.572,1989.5762,109.2738,2363.6455,31.227449999999997,3.36,16.2427,37.2137,11.1686,Dawson Canyon Formation
2472.69,1989.6007,108.1562,2373.027,30.1043,3.5111749999999997,16.107125,36.757600000000004,11.943075,Dawson Canyon Formation
2472.8424,1989.6498,103.1492,2370.055,31.2318,3.66235,15.97155,36.301500000000004,12.71755,Dawson Canyon Formation
2472.9948,1989.6988,107.3954,2397.875,31.5415,3.8135250000000003,15.835975,35.8454,13.492025,Dawson Canyon Formation
2473.1294,1989.7233,111.8304,2395.9700000000003,31.921,3.9647,15.7004,35.3893,14.2665,Dawson Canyon Formation
2473.1472,1989.7478,116.2654,2394.065,32.3005,3.85574,15.77632,35.29172,13.71256,Dawson Canyon Formation
2473.2996,1989.7968,118.2706,2422.934,32.5103,3.74678,15.85224,35.19414,13.15862,Dawson Canyon Formation
2473.452,1989.8458,113.7708,2395.988,31.3308,3.63782,15.928159999999998,35.096560000000004,12.60468,Dawson Canyon Formation
2473.6044,1989.8948,110.1201,2364.618,30.5304,3.5288600000000003,16.00408,34.99898,12.050740000000001,Dawson Canyon Formation
2473.7175,1989.9193500000001,110.55359999999999,2352.2290000000003,31.1246,3.4199,16.08,34.9014,11.4968,Dawson Canyon Formation
2473.7568,1989.9439,110.9871,2339.84,31.7188,3.4600333333333335,16.16813333333333,35.571850000000005,11.4245,Dawson Canyon Formation
2473.9092,1989.9929,112.3317,2332.558,34.6998,3.500166666666667,16.256266666666665,36.2423,11.3522,Dawson Canyon Formation
2474.0616,1990.0419,111.5002,2366.214,35.3482,3.5403000000000002,16.3444,36.91275,11.279900000000001,Dawson Canyon Formation
2474.214,1990.091,110.3855,2387.961,32.5804,3.580433333333333,16.432533333333332,37.583200000000005,11.207600000000001,Dawson Canyon Formation
2474.3664,1990.14,111.2879,2412.37,31.3355,3.6205666666666665,16.520666666666664,38.25365,11.1353,Dawson Canyon Formation
2474.3823,1990.1645,112.6679,2408.81,30.862299999999998,3.6607,16.6088,38.9241,11.063,Dawson Canyon Formation
2474.5188,1990.189,114.0479,2405.25,30.3891,3.6693599999999997,16.68472,38.705420000000004,10.9295,Dawson Canyon Formation
2474.6712,1990.2381,114.331,2414.014,31.3732,3.67802,16.76064,38.486740000000005,10.796000000000001,Dawson Canyon Formation
2474.8236,1990.2871,111.1817,2384.939,31.1281,3.68668,16.83656,38.26806,10.6625,Dawson Canyon Formation
2474.976,1990.3362,109.2001,2366.381,32.4526,3.6953400000000003,16.91248,38.04938,10.529,Dawson Canyon Formation
2474.9873,1990.3607,110.08475,2352.9565000000002,33.0193,3.704,16.9884,37.8307,10.3955,Dawson Canyon Formation
2475.1284,1990.3852,110.9694,2339.532,33.586,3.8241400000000003,16.88808,37.64936,10.50328,Dawson Canyon Formation
2475.2808,1990.4343,115.2157,2347.782,34.8298,3.9442800000000005,16.78776,37.46802,10.61106,Dawson Canyon Formation
2475.4332,1990.4833,120.1697,2346.721,34.7425,4.06442,16.68744,37.28668,10.71884,Dawson Canyon Formation
2475.5856,1990.5324,123.5667,2356.742,34.2704,4.18456,16.58712,37.10534,10.82662,Dawson Canyon Formation
2475.6104,1990.5569,124.13284999999999,2365.1965,33.80715,4.3047,16.4868,36.924,10.9344,Dawson Canyon Formation
2475.738,1990.5814,124.699,2373.651,33.3439,4.189775,16.30375,36.895325,11.481125,Dawson Canyon Formation
2475.8904,1990.6305,126.5037,2388.734,32.3947,4.0748500000000005,16.1207,36.86665,12.02785,Dawson Canyon Formation
2476.0428,1990.6796,126.8222,2381.439,31.5384,3.959925,15.93765,36.837975,12.574575,Dawson Canyon Formation
2476.167,1990.7041,123.79669999999999,2376.1014999999998,31.961199999999998,3.845,15.7546,36.8093,13.1213,Dawson Canyon Formation
2476.1952,1990.7286,120.7712,2370.764,32.384,3.7160800000000003,15.779,36.49082,12.89304,Dawson Canyon Formation
2476.3476,1990.7777,112.9333,2370.106,31.2983,3.5871600000000003,15.8034,36.17234,12.66478,Dawson Canyon Formation
2476.5,1990.8268,110.3678,2381.461,31.0657,3.45824,15.8278,35.853860000000005,12.43652,Dawson Canyon Formation
2476.6524,1990.8759,112.8625,2384.945,29.0322,3.32932,15.8522,35.53538,12.208260000000001,Dawson Canyon Formation
2476.7478,1990.90045,114.676,2380.1585,29.06275,3.2004,15.8766,35.2169,11.98,Dawson Canyon Formation
2476.8048,1990.925,116.4895,2375.372,29.0933,3.29144,15.947099999999999,35.44538,12.03814,Dawson Canyon Formation
2476.9572,1990.974,118.2234,2392.681,30.2784,3.38248,16.017599999999998,35.67386,12.09628,Dawson Canyon Formation
2477.1096,1991.0231,117.1619,2396.274,32.2873,3.47352,16.0881,35.90234,12.15442,Dawson Canyon Formation
2477.262,1991.0722,115.7464,2396.848,34.5608,3.56456,16.1586,36.13082,12.21256,Dawson Canyon Formation
2477.342,1991.0967500000002,114.5079,2383.072,34.357299999999995,3.6556,16.2291,36.3593,12.2707,Dawson Canyon Formation
2477.4144,1991.1213,113.2694,2369.296,34.1538,3.7623,16.41622,36.367619999999995,12.12594,Dawson Canyon Formation
2477.5668,1991.1704,108.8816,2361.673,33.2442,3.869,16.60334,36.37594,11.98118,Dawson Canyon Formation
2477.7192,1991.2195,110.474,2367.616,32.5622,3.9757,16.79046,36.38426,11.83642,Dawson Canyon Formation
2477.8716,1991.2686,117.9404,2401.177,31.8045,4.0824,16.97758,36.39258,11.69166,Dawson Canyon Formation
2477.9731,1991.29315,119.7141,2401.839,31.65425,4.1891,17.1647,36.4009,11.5469,Dawson Canyon Formation
2478.024,1991.3177,121.4878,2402.501,31.504,4.171016666666667,17.06075,37.011433333333336,11.424316666666668,Dawson Canyon Formation
2478.1764,1991.3668,120.4115,2392.104,32.1449,4.152933333333333,16.9568,37.621966666666665,11.301733333333335,Dawson Canyon Formation
2478.3288,1991.4159,118.6274,2388.665,31.3459,4.13485,16.85285,38.2325,11.17915,Dawson Canyon Formation
2478.4812,1991.465,119.8984,2403.353,31.0315,4.116766666666666,16.7489,38.84303333333334,11.056566666666667,Dawson Canyon Formation
2478.6336,1991.5142,124.6459,2399.284,30.1646,4.098683333333333,16.64495,39.45356666666667,10.933983333333334,Dawson Canyon Formation
2478.6575,1991.5387500000002,125.1148,2395.5025,30.36385,4.0806,16.541,40.0641,10.8114,Dawson Canyon Formation
2478.786,1991.5633,125.5837,2391.721,30.5631,4.159879999999999,16.77962,40.1865,10.712200000000001,Dawson Canyon Formation
2478.9384,1991.6124,123.779,2397.449,31.5142,4.23916,17.018240000000002,40.3089,10.613000000000001,Dawson Canyon Formation
2479.0908,1991.6615,124.6047,2418.74,31.6782,4.31844,17.25686,40.4313,10.5138,Dawson Canyon Formation
2479.2432,1991.7106,121.8033,2435.144,31.6048,4.3977200000000005,17.49548,40.5537,10.4146,Dawson Canyon Formation
2479.3457,1991.7352,118.71,2423.392,31.2967,4.477,17.7341,40.6761,10.3154,Dawson Canyon Formation
2479.3956,1991.7598,115.6167,2411.64,30.9886,4.42042,17.194480000000002,40.47766,10.11532,Dawson Canyon Formation
2479.548,1991.8089,115.3218,2400.125,31.0073,4.36384,16.65486,40.27922,9.91524,Dawson Canyon Formation
2479.7004,1991.858,119.6743,2387.411,30.801,4.30726,16.11524,40.08078,9.71516,Dawson Canyon Formation
2479.8528,1991.9072,123.3013,2381.081,31.2691,4.25068,15.57562,39.88234,9.51508,Dawson Canyon Formation
2479.9956,1991.9317500000002,124.4071,2373.4535,31.92115,4.1941,15.036,39.6839,9.315,Dawson Canyon Formation
2480.0052,1991.9563,125.5129,2365.826,32.5732,4.28508,15.37496,39.47758,9.73096,Dawson Canyon Formation
2480.1576,1992.0055,123.0359,2363.428,33.0878,4.37606,15.71392,39.27126,10.14692,Dawson Canyon Formation
2480.31,1992.0546,113.9772,2379.251,32.8327,4.46704,16.05288,39.06494,10.56288,Dawson Canyon Formation
2480.4624,1992.1038,109.0232,2404.913,30.5802,4.55802,16.39184,38.858619999999995,10.97884,Dawson Canyon Formation
2480.6123,1992.12835,111.7302,2397.385,30.72835,4.649,16.7308,38.6523,11.3948,Dawson Canyon Formation
2480.6148,1992.1529,114.4372,2389.857,30.8765,4.66095,16.721766666666667,38.65783333333333,11.24515,Dawson Canyon Formation
2480.7672,1992.2021,118.1173,2357.358,31.2565,4.6729,16.712733333333333,38.66336666666666,11.0955,Dawson Canyon Formation
