,DEPT,TVD,Incl,Azim Grid,Azim True,VSEC,AHD,NS,EW,DLS,Northing,Easting,Well
5730,2680.1064,1904.03394,35.99164021,169.1872487,171.0072487,1545.471958,1575.038519,-1550.173915,109.6916931,0.739417989,5155990.696,691929.1075,Hebron 9301
5731,2680.2588,1904.15725,35.99174603,169.1815873,171.0015873,1545.560794,1575.127778,-1550.261587,109.708254,0.738412698,5155990.608,691929.1241,Hebron 9301
5732,2680.4112,1904.28056,35.99185185,169.1759259,170.9959259,1545.64963,1575.217037,-1550.349259,109.7248148,0.737407407,5155990.521,691929.1407,Hebron 9301
5733,2680.5636,1904.40386,35.99195767,169.1702646,170.9902646,1545.738466,1575.306296,-1550.436931,109.7413757,0.736402116,5155990.433,691929.1574,Hebron 9301
5734,2680.716,1904.52717,35.99206349,169.1646032,170.9846032,1545.827302,1575.395556,-1550.524603,109.7579365,0.735396825,5155990.345,691929.174,Hebron 9301
5735,2680.8684,1904.65048,35.99216931,169.1589418,170.9789418,1545.916138,1575.484815,-1550.612275,109.7744974,0.734391534,5155990.258,691929.1906,Hebron 9301
5736,2681.0208,1904.77379,35.99227513,169.1532804,170.9732804,1546.004974,1575.574074,-1550.699947,109.7910582,0.733386243,5155990.17,691929.2072,Hebron 9301
5737,2681.1732,1904.8971,35.99238095,169.147619,170.967619,1546.09381,1575.663333,-1550.787619,109.807619,0.732380952,5155990.082,691929.2238,Hebron 9301
5738,2681.3256,1905.0204,35.99248677,169.1419577,170.9619577,1546.182646,1575.752593,-1550.875291,109.8241799,0.731375661,5155989.995,691929.2404,Hebron 9301
5739,2681.478,1905.14371,35.99259259,169.1362963,170.9562963,1546.271481,1575.841852,-1550.962963,109.8407407,0.73037037,5155989.907,691929.257,Hebron 9301
5740,2681.6304,1905.26702,35.99269841,169.1306349,170.9506349,1546.360317,1575.931111,-1551.050635,109.8573016,0.729365079,5155989.819,691929.2737,Hebron 9301
5741,2681.7828,1905.39033,35.99280423,169.1249735,170.9449735,1546.449153,1576.02037,-1551.138307,109.8738624,0.728359788,5155989.732,691929.2903,Hebron 9301
5742,2681.9352,1905.51363,35.99291005,169.1193122,170.9393122,1546.537989,1576.10963,-1551.225979,109.8904233,0.727354497,5155989.644,691929.3069,Hebron 9301
5743,2682.0876,1905.63694,35.99301587,169.1136508,170.9336508,1546.626825,1576.198889,-1551.313651,109.9069841,0.726349206,5155989.556,691929.3235,Hebron 9301
5744,2682.24,1905.76025,35.99312169,169.1079894,170.9279894,1546.715661,1576.288148,-1551.401323,109.923545,0.725343915,5155989.469,691929.3401,Hebron 9301
5745,2682.3924,1905.88355,35.99322751,169.102328,170.922328,1546.804497,1576.377407,-1551.488995,109.9401058,0.724338624,5155989.381,691929.3567,Hebron 9301
5746,2682.5448,1906.00686,35.99333333,169.0966667,170.9166667,1546.893333,1576.466667,-1551.576667,109.9566667,0.723333333,5155989.293,691929.3733,Hebron 9301
5747,2682.6972,1906.13017,35.99343915,169.0910053,170.9110053,1546.982169,1576.555926,-1551.664339,109.9732275,0.722328042,5155989.206,691929.3899,Hebron 9301
5748,2682.8496,1906.25347,35.99354497,169.0853439,170.9053439,1547.071005,1576.645185,-1551.752011,109.9897884,0.721322751,5155989.118,691929.4066,Hebron 9301
5749,2683.002,1906.37678,35.99365079,169.0796825,170.8996825,1547.159841,1576.734444,-1551.839683,110.0063492,0.72031746,5155989.03,691929.4232,Hebron 9301
5750,2683.1544,1906.50008,35.99375661,169.0740212,170.8940212,1547.248677,1576.823704,-1551.927354,110.0229101,0.719312169,5155988.943,691929.4398,Hebron 9301
5751,2683.3068,1906.62339,35.99386243,169.0683598,170.8883598,1547.337513,1576.912963,-1552.015026,110.0394709,0.718306878,5155988.855,691929.4564,Hebron 9301
5752,2683.4592,1906.74669,35.99396825,169.0626984,170.8826984,1547.426349,1577.002222,-1552.102698,110.0560317,0.717301587,5155988.767,691929.473,Hebron 9301
5753,2683.6116,1906.87,35.99407407,169.057037,170.877037,1547.515185,1577.091481,-1552.19037,110.0725926,0.716296296,5155988.68,691929.4896,Hebron 9301
5754,2683.764,1906.9933,35.99417989,169.0513757,170.8713757,1547.604021,1577.180741,-1552.278042,110.0891534,0.715291005,5155988.592,691929.5062,Hebron 9301
5755,2683.9164,1907.11661,35.99428571,169.0457143,170.8657143,1547.692857,1577.27,-1552.365714,110.1057143,0.714285714,5155988.504,691929.5229,Hebron 9301
5756,2684.0688,1907.23991,35.99439153,169.0400529,170.8600529,1547.781693,1577.359259,-1552.453386,110.1222751,0.713280423,5155988.417,691929.5395,Hebron 9301
5757,2684.2212,1907.36322,35.99449735,169.0343915,170.8543915,1547.870529,1577.448519,-1552.541058,110.138836,0.712275132,5155988.329,691929.5561,Hebron 9301
5758,2684.3736,1907.48652,35.99460317,169.0287302,170.8487302,1547.959365,1577.537778,-1552.62873,110.1553968,0.711269841,5155988.241,691929.5727,Hebron 9301
5759,2684.526,1907.60983,35.99470899,169.0230688,170.8430688,1548.048201,1577.627037,-1552.716402,110.1719577,0.71026455,5155988.154,691929.5893,Hebron 9301
5760,2684.6784,1907.73313,35.99481481,169.0174074,170.8374074,1548.137037,1577.716296,-1552.804074,110.1885185,0.709259259,5155988.066,691929.6059,Hebron 9301
5761,2684.8308,1907.85643,35.99492063,169.011746,170.831746,1548.225873,1577.805556,-1552.891746,110.2050794,0.708253968,5155987.978,691929.6225,Hebron 9301
5762,2684.9832,1907.97974,35.99502646,169.0060847,170.8260847,1548.314709,1577.894815,-1552.979418,110.2216402,0.707248677,5155987.891,691929.6392,Hebron 9301
5763,2685.1356,1908.10304,35.99513228,169.0004233,170.8204233,1548.403545,1577.984074,-1553.06709,110.2382011,0.706243386,5155987.803,691929.6558,Hebron 9301
5764,2685.288,1908.22634,35.9952381,168.9947619,170.8147619,1548.492381,1578.073333,-1553.154762,110.2547619,0.705238095,5155987.715,691929.6724,Hebron 9301
5765,2685.4404,1908.34965,35.99534392,168.9891005,170.8091005,1548.581217,1578.162593,-1553.242434,110.2713228,0.704232804,5155987.628,691929.689,Hebron 9301
5766,2685.5928,1908.47295,35.99544974,168.9834392,170.8034392,1548.670053,1578.251852,-1553.330106,110.2878836,0.703227513,5155987.54,691929.7056,Hebron 9301
5767,2685.7452,1908.59625,35.99555556,168.9777778,170.7977778,1548.758889,1578.341111,-1553.417778,110.3044444,0.702222222,5155987.452,691929.7222,Hebron 9301
5768,2685.8976,1908.71955,35.99566138,168.9721164,170.7921164,1548.847725,1578.43037,-1553.50545,110.3210053,0.701216931,5155987.365,691929.7388,Hebron 9301
5769,2686.05,1908.84286,35.9957672,168.966455,170.786455,1548.936561,1578.51963,-1553.593122,110.3375661,0.70021164,5155987.277,691929.7554,Hebron 9301
5770,2686.2024,1908.96616,35.99587302,168.9607937,170.7807937,1549.025397,1578.608889,-1553.680794,110.354127,0.699206349,5155987.189,691929.7721,Hebron 9301
5771,2686.3548,1909.08946,35.99597884,168.9551323,170.7751323,1549.114233,1578.698148,-1553.768466,110.3706878,0.698201058,5155987.102,691929.7887,Hebron 9301
5772,2686.5072,1909.21276,35.99608466,168.9494709,170.7694709,1549.203069,1578.787407,-1553.856138,110.3872487,0.697195767,5155987.014,691929.8053,Hebron 9301
5773,2686.6596,1909.33606,35.99619048,168.9438095,170.7638095,1549.291905,1578.876667,-1553.94381,110.4038095,0.696190476,5155986.926,691929.8219,Hebron 9301
5774,2686.812,1909.45936,35.9962963,168.9381481,170.7581481,1549.380741,1578.965926,-1554.031481,110.4203704,0.695185185,5155986.839,691929.8385,Hebron 9301
5775,2686.9644,1909.58267,35.99640212,168.9324868,170.7524868,1549.469577,1579.055185,-1554.119153,110.4369312,0.694179894,5155986.751,691929.8551,Hebron 9301
5776,2687.1168,1909.70597,35.99650794,168.9268254,170.7468254,1549.558413,1579.144444,-1554.206825,110.4534921,0.693174603,5155986.663,691929.8717,Hebron 9301
5777,2687.2692,1909.82927,35.99661376,168.921164,170.741164,1549.647249,1579.233704,-1554.294497,110.4700529,0.692169312,5155986.576,691929.8884,Hebron 9301
5778,2687.4216,1909.95257,35.99671958,168.9155026,170.7355026,1549.736085,1579.322963,-1554.382169,110.4866138,0.691164021,5155986.488,691929.905,Hebron 9301
5779,2687.574,1910.07587,35.9968254,168.9098413,170.7298413,1549.824921,1579.412222,-1554.469841,110.5031746,0.69015873,5155986.4,691929.9216,Hebron 9301
5780,2687.7264,1910.19917,35.99693122,168.9041799,170.7241799,1549.913757,1579.501481,-1554.557513,110.5197354,0.689153439,5155986.312,691929.9382,Hebron 9301
5781,2687.8788,1910.32247,35.99703704,168.8985185,170.7185185,1550.002593,1579.590741,-1554.645185,110.5362963,0.688148148,5155986.225,691929.9548,Hebron 9301
5782,2688.0312,1910.44577,35.99714286,168.8928571,170.7128571,1550.091429,1579.68,-1554.732857,110.5528571,0.687142857,5155986.137,691929.9714,Hebron 9301
5783,2688.1836,1910.56907,35.99724868,168.8871958,170.7071958,1550.180265,1579.769259,-1554.820529,110.569418,0.686137566,5155986.049,691929.988,Hebron 9301
5784,2688.336,1910.69237,35.9973545,168.8815344,170.7015344,1550.269101,1579.858519,-1554.908201,110.5859788,0.685132275,5155985.962,691930.0047,Hebron 9301
5785,2688.4884,1910.81567,35.99746032,168.875873,170.695873,1550.357937,1579.947778,-1554.995873,110.6025397,0.684126984,5155985.874,691930.0213,Hebron 9301
5786,2688.6408,1910.93896,35.99756614,168.8702116,170.6902116,1550.446772,1580.037037,-1555.083545,110.6191005,0.683121693,5155985.786,691930.0379,Hebron 9301
5787,2688.7932,1911.06226,35.99767196,168.8645503,170.6845503,1550.535608,1580.126296,-1555.171217,110.6356614,0.682116402,5155985.699,691930.0545,Hebron 9301
5788,2688.9456,1911.18556,35.99777778,168.8588889,170.6788889,1550.624444,1580.215556,-1555.258889,110.6522222,0.681111111,5155985.611,691930.0711,Hebron 9301
5789,2689.098,1911.30886,35.9978836,168.8532275,170.6732275,1550.71328,1580.304815,-1555.346561,110.6687831,0.68010582,5155985.523,691930.0877,Hebron 9301
5790,2689.2504,1911.43216,35.99798942,168.8475661,170.6675661,1550.802116,1580.394074,-1555.434233,110.6853439,0.679100529,5155985.436,691930.1043,Hebron 9301
5791,2689.4028,1911.55546,35.99809524,168.8419048,170.6619048,1550.890952,1580.483333,-1555.521905,110.7019048,0.678095238,5155985.348,691930.121,Hebron 9301
5792,2689.5552,1911.67875,35.99820106,168.8362434,170.6562434,1550.979788,1580.572593,-1555.609577,110.7184656,0.677089947,5155985.26,691930.1376,Hebron 9301
5793,2689.7076,1911.80205,35.99830688,168.830582,170.650582,1551.068624,1580.661852,-1555.697249,110.7350265,0.676084656,5155985.173,691930.1542,Hebron 9301
5794,2689.86,1911.92535,35.9984127,168.8249206,170.6449206,1551.15746,1580.751111,-1555.784921,110.7515873,0.675079365,5155985.085,691930.1708,Hebron 9301
5795,2690.0124,1912.04864,35.99851852,168.8192593,170.6392593,1551.246296,1580.84037,-1555.872593,110.7681481,0.674074074,5155984.997,691930.1874,Hebron 9301
5796,2690.1648,1912.17194,35.99862434,168.8135979,170.6335979,1551.335132,1580.92963,-1555.960265,110.784709,0.673068783,5155984.91,691930.204,Hebron 9301
5797,2690.3172,1912.29524,35.99873016,168.8079365,170.6279365,1551.423968,1581.018889,-1556.047937,110.8012698,0.672063492,5155984.822,691930.2206,Hebron 9301
5798,2690.4696,1912.41854,35.99883598,168.8022751,170.6222751,1551.512804,1581.108148,-1556.135608,110.8178307,0.671058201,5155984.734,691930.2372,Hebron 9301
5799,2690.622,1912.54183,35.9989418,168.7966138,170.6166138,1551.60164,1581.197407,-1556.22328,110.8343915,0.67005291,5155984.647,691930.2539,Hebron 9301
5800,2690.7744,1912.66513,35.99904762,168.7909524,170.6109524,1551.690476,1581.286667,-1556.310952,110.8509524,0.669047619,5155984.559,691930.2705,Hebron 9301
5801,2690.9268,1912.78842,35.99915344,168.785291,170.605291,1551.779312,1581.375926,-1556.398624,110.8675132,0.668042328,5155984.471,691930.2871,Hebron 9301
5802,2691.0792,1912.91172,35.99925926,168.7796296,170.5996296,1551.868148,1581.465185,-1556.486296,110.8840741,0.667037037,5155984.384,691930.3037,Hebron 9301
5803,2691.2316,1913.03501,35.99936508,168.7739683,170.5939683,1551.956984,1581.554444,-1556.573968,110.9006349,0.666031746,5155984.296,691930.3203,Hebron 9301
5804,2691.384,1913.15831,35.9994709,168.7683069,170.5883069,1552.04582,1581.643704,-1556.66164,110.9171958,0.665026455,5155984.208,691930.3369,Hebron 9301
5805,2691.5364,1913.2816,35.99957672,168.7626455,170.5826455,1552.134656,1581.732963,-1556.749312,110.9337566,0.664021164,5155984.121,691930.3535,Hebron 9301
5806,2691.6888,1913.4049,35.99968254,168.7569841,170.5769841,1552.223492,1581.822222,-1556.836984,110.9503175,0.663015873,5155984.033,691930.3702,Hebron 9301
5807,2691.8412,1913.52819,35.99978836,168.7513228,170.5713228,1552.312328,1581.911481,-1556.924656,110.9668783,0.662010582,5155983.945,691930.3868,Hebron 9301
5808,2691.9936,1913.65149,35.99989418,168.7456614,170.5656614,1552.401164,1582.000741,-1557.012328,110.9834392,0.661005291,5155983.858,691930.4034,Hebron 9301
5809,2692.13,1913.76,36.0,168.74,170.56,1552.49,1582.09,-1557.1,111.0,0.66,5155983.77,691930.42,Hebron 9301
5810,2692.146,1913.77478,36.00005348,168.738877,170.558877,1552.57893,1582.179465,-1557.187701,111.0176471,0.657165775,5155983.682,691930.4376,Hebron 9301
5811,2692.2984,1913.89808,36.00010695,168.737754,170.557754,1552.667861,1582.26893,-1557.275401,111.0352941,0.654331551,5155983.594,691930.4553,Hebron 9301
5812,2692.4508,1914.02137,36.00016043,168.736631,170.556631,1552.756791,1582.358396,-1557.363102,111.0529412,0.651497326,5155983.507,691930.4729,Hebron 9301
5813,2692.6032,1914.14467,36.0002139,168.735508,170.555508,1552.845722,1582.447861,-1557.450802,111.0705882,0.648663102,5155983.419,691930.4906,Hebron 9301
5814,2692.7556,1914.26796,36.00026738,168.734385,170.554385,1552.934652,1582.537326,-1557.538503,111.0882353,0.645828877,5155983.331,691930.5082,Hebron 9301
5815,2692.908,1914.39125,36.00032086,168.733262,170.553262,1553.023583,1582.626791,-1557.626203,111.1058824,0.642994652,5155983.243,691930.5259,Hebron 9301
5816,2693.0604,1914.51455,36.00037433,168.732139,170.552139,1553.112513,1582.716257,-1557.713904,111.1235294,0.640160428,5155983.156,691930.5435,Hebron 9301
5817,2693.2128,1914.63784,36.00042781,168.731016,170.551016,1553.201444,1582.805722,-1557.801604,111.1411765,0.637326203,5155983.068,691930.5612,Hebron 9301
5818,2693.3652,1914.76113,36.00048128,168.729893,170.549893,1553.290374,1582.895187,-1557.889305,111.1588235,0.634491979,5155982.98,691930.5788,Hebron 9301
5819,2693.5176,1914.88443,36.00053476,168.7287701,170.5487701,1553.379305,1582.984652,-1557.977005,111.1764706,0.631657754,5155982.892,691930.5965,Hebron 9301
5820,2693.67,1915.00772,36.00058824,168.7276471,170.5476471,1553.468235,1583.074118,-1558.064706,111.1941176,0.628823529,5155982.805,691930.6141,Hebron 9301
5821,2693.8224,1915.13101,36.00064171,168.7265241,170.5465241,1553.557166,1583.163583,-1558.152406,111.2117647,0.625989305,5155982.717,691930.6318,Hebron 9301
5822,2693.9748,1915.25431,36.00069519,168.7254011,170.5454011,1553.646096,1583.253048,-1558.240107,111.2294118,0.62315508,5155982.629,691930.6494,Hebron 9301
5823,2694.1272,1915.3776,36.00074866,168.7242781,170.5442781,1553.735027,1583.342513,-1558.327807,111.2470588,0.620320856,5155982.541,691930.6671,Hebron 9301
5824,2694.2796,1915.50089,36.00080214,168.7231551,170.5431551,1553.823957,1583.431979,-1558.415508,111.2647059,0.617486631,5155982.454,691930.6847,Hebron 9301
5825,2694.432,1915.62419,36.00085561,168.7220321,170.5420321,1553.912888,1583.521444,-1558.503209,111.2823529,0.614652406,5155982.366,691930.7024,Hebron 9301
5826,2694.5844,1915.74748,36.00090909,168.7209091,170.5409091,1554.001818,1583.610909,-1558.590909,111.3,0.611818182,5155982.278,691930.72,Hebron 9301
5827,2694.7368,1915.87077,36.00096257,168.7197861,170.5397861,1554.090749,1583.700374,-1558.67861,111.3176471,0.608983957,5155982.19,691930.7376,Hebron 9301
5828,2694.8892,1915.99407,36.00101604,168.7186631,170.5386631,1554.179679,1583.78984,-1558.76631,111.3352941,0.606149733,5155982.103,691930.7553,Hebron 9301
5829,2695.0416,1916.11736,36.00106952,168.7175401,170.5375401,1554.26861,1583.879305,-1558.854011,111.3529412,0.603315508,5155982.015,691930.7729,Hebron 9301
5830,2695.194,1916.24065,36.00112299,168.7164171,170.5364171,1554.35754,1583.96877,-1558.941711,111.3705882,0.600481283,5155981.927,691930.7906,Hebron 9301
5831,2695.3464,1916.36394,36.00117647,168.7152941,170.5352941,1554.446471,1584.058235,-1559.029412,111.3882353,0.597647059,5155981.839,691930.8082,Hebron 9301
5832,2695.4988,1916.48724,36.00122995,168.7141711,170.5341711,1554.535401,1584.147701,-1559.117112,111.4058824,0.594812834,5155981.752,691930.8259,Hebron 9301
5833,2695.6512,1916.61053,36.00128342,168.7130481,170.5330481,1554.624332,1584.237166,-1559.204813,111.4235294,0.59197861,5155981.664,691930.8435,Hebron 9301
5834,2695.8036,1916.73382,36.0013369,168.7119251,170.5319251,1554.713262,1584.326631,-1559.292513,111.4411765,0.589144385,5155981.576,691930.8612,Hebron 9301
5835,2695.956,1916.85711,36.00139037,168.7108021,170.5308021,1554.802193,1584.416096,-1559.380214,111.4588235,0.58631016,5155981.488,691930.8788,Hebron 9301
5836,2696.1084,1916.9804,36.00144385,168.7096791,170.5296791,1554.891123,1584.505561,-1559.467914,111.4764706,0.583475936,5155981.401,691930.8965,Hebron 9301
5837,2696.2608,1917.1037,36.00149733,168.7085561,170.5285561,1554.980053,1584.595027,-1559.555615,111.4941176,0.580641711,5155981.313,691930.9141,Hebron 9301
5838,2696.4132,1917.22699,36.0015508,168.7074332,170.5274332,1555.068984,1584.684492,-1559.643316,111.5117647,0.577807487,5155981.225,691930.9318,Hebron 9301
5839,2696.5656,1917.35028,36.00160428,168.7063102,170.5263102,1555.157914,1584.773957,-1559.731016,111.5294118,0.574973262,5155981.137,691930.9494,Hebron 9301
5840,2696.718,1917.47357,36.00165775,168.7051872,170.5251872,1555.246845,1584.863422,-1559.818717,111.5470588,0.572139037,5155981.05,691930.9671,Hebron 9301
5841,2696.8704,1917.59686,36.00171123,168.7040642,170.5240642,1555.335775,1584.952888,-1559.906417,111.5647059,0.569304813,5155980.962,691930.9847,Hebron 9301
5842,2697.0228,1917.72015,36.00176471,168.7029412,170.5229412,1555.424706,1585.042353,-1559.994118,111.5823529,0.566470588,5155980.874,691931.0024,Hebron 9301
5843,2697.1752,1917.84345,36.00181818,168.7018182,170.5218182,1555.513636,1585.131818,-1560.081818,111.6,0.563636364,5155980.786,691931.02,Hebron 9301
5844,2697.3276,1917.96674,36.00187166,168.7006952,170.5206952,1555.602567,1585.221283,-1560.169519,111.6176471,0.560802139,5155980.699,691931.0376,Hebron 9301
5845,2697.48,1918.09003,36.00192513,168.6995722,170.5195722,1555.691497,1585.310749,-1560.257219,111.6352941,0.557967914,5155980.611,691931.0553,Hebron 9301
5846,2697.6324,1918.21332,36.00197861,168.6984492,170.5184492,1555.780428,1585.400214,-1560.34492,111.6529412,0.55513369,5155980.523,691931.0729,Hebron 9301
5847,2697.7848,1918.33661,36.00203209,168.6973262,170.5173262,1555.869358,1585.489679,-1560.43262,111.6705882,0.552299465,5155980.435,691931.0906,Hebron 9301
5848,2697.9372,1918.4599,36.00208556,168.6962032,170.5162032,1555.958289,1585.579144,-1560.520321,111.6882353,0.549465241,5155980.348,691931.1082,Hebron 9301
5849,2698.0896,1918.58319,36.00213904,168.6950802,170.5150802,1556.047219,1585.66861,-1560.608021,111.7058824,0.546631016,5155980.26,691931.1259,Hebron 9301
5850,2698.242,1918.70648,36.00219251,168.6939572,170.5139572,1556.13615,1585.758075,-1560.695722,111.7235294,0.543796791,5155980.172,691931.1435,Hebron 9301
5851,2698.3944,1918.82978,36.00224599,168.6928342,170.5128342,1556.22508,1585.84754,-1560.783422,111.7411765,0.540962567,5155980.084,691931.1612,Hebron 9301
5852,2698.5468,1918.95307,36.00229947,168.6917112,170.5117112,1556.314011,1585.937005,-1560.871123,111.7588235,0.538128342,5155979.997,691931.1788,Hebron 9301
5853,2698.6992,1919.07636,36.00235294,168.6905882,170.5105882,1556.402941,1586.026471,-1560.958824,111.7764706,0.535294118,5155979.909,691931.1965,Hebron 9301
5854,2698.8516,1919.19965,36.00240642,168.6894652,170.5094652,1556.491872,1586.115936,-1561.046524,111.7941176,0.532459893,5155979.821,691931.2141,Hebron 9301
5855,2699.004,1919.32294,36.00245989,168.6883422,170.5083422,1556.580802,1586.205401,-1561.134225,111.8117647,0.529625668,5155979.733,691931.2318,Hebron 9301
5856,2699.1564,1919.44623,36.00251337,168.6872193,170.5072193,1556.669733,1586.294866,-1561.221925,111.8294118,0.526791444,5155979.646,691931.2494,Hebron 9301
5857,2699.3088,1919.56952,36.00256684,168.6860963,170.5060963,1556.758663,1586.384332,-1561.309626,111.8470588,0.523957219,5155979.558,691931.2671,Hebron 9301
5858,2699.4612,1919.69281,36.00262032,168.6849733,170.5049733,1556.847594,1586.473797,-1561.397326,111.8647059,0.521122995,5155979.47,691931.2847,Hebron 9301
5859,2699.6136,1919.8161,36.0026738,168.6838503,170.5038503,1556.936524,1586.563262,-1561.485027,111.8823529,0.51828877,5155979.382,691931.3024,Hebron 9301
5860,2699.766,1919.93939,36.00272727,168.6827273,170.5027273,1557.025455,1586.652727,-1561.572727,111.9,0.515454545,5155979.295,691931.32,Hebron 9301
5861,2699.9184,1920.06268,36.00278075,168.6816043,170.5016043,1557.114385,1586.742193,-1561.660428,111.9176471,0.512620321,5155979.207,691931.3376,Hebron 9301
5862,2700.0708,1920.18597,36.00283422,168.6804813,170.5004813,1557.203316,1586.831658,-1561.748128,111.9352941,0.509786096,5155979.119,691931.3553,Hebron 9301
5863,2700.2232,1920.30926,36.0028877,168.6793583,170.4993583,1557.292246,1586.921123,-1561.835829,111.9529412,0.506951872,5155979.031,691931.3729,Hebron 9301
5864,2700.3756,1920.43255,36.00294118,168.6782353,170.4982353,1557.381176,1587.010588,-1561.923529,111.9705882,0.504117647,5155978.944,691931.3906,Hebron 9301
5865,2700.528,1920.55584,36.00299465,168.6771123,170.4971123,1557.470107,1587.100053,-1562.01123,111.9882353,0.501283422,5155978.856,691931.4082,Hebron 9301
5866,2700.6804,1920.67913,36.00304813,168.6759893,170.4959893,1557.559037,1587.189519,-1562.09893,112.0058824,0.498449198,5155978.768,691931.4259,Hebron 9301
5867,2700.8328,1920.80242,36.0031016,168.6748663,170.4948663,1557.647968,1587.278984,-1562.186631,112.0235294,0.495614973,5155978.68,691931.4435,Hebron 9301
5868,2700.9852,1920.92571,36.00315508,168.6737433,170.4937433,1557.736898,1587.368449,-1562.274332,112.0411765,0.492780749,5155978.593,691931.4612,Hebron 9301
5869,2701.1376,1921.049,36.00320856,168.6726203,170.4926203,1557.825829,1587.457914,-1562.362032,112.0588235,0.489946524,5155978.505,691931.4788,Hebron 9301
5870,2701.29,1921.17229,36.00326203,168.6714973,170.4914973,1557.914759,1587.54738,-1562.449733,112.0764706,0.487112299,5155978.417,691931.4965,Hebron 9301
5871,2701.4424,1921.29557,36.00331551,168.6703743,170.4903743,1558.00369,1587.636845,-1562.537433,112.0941176,0.484278075,5155978.329,691931.5141,Hebron 9301
5872,2701.5948,1921.41886,36.00336898,168.6692513,170.4892513,1558.09262,1587.72631,-1562.625134,112.1117647,0.48144385,5155978.241,691931.5318,Hebron 9301
5873,2701.7472,1921.54215,36.00342246,168.6681283,170.4881283,1558.181551,1587.815775,-1562.712834,112.1294118,0.478609626,5155978.154,691931.5494,Hebron 9301
5874,2701.8996,1921.66544,36.00347594,168.6670053,170.4870053,1558.270481,1587.905241,-1562.800535,112.1470588,0.475775401,5155978.066,691931.5671,Hebron 9301
5875,2702.052,1921.78873,36.00352941,168.6658824,170.4858824,1558.359412,1587.994706,-1562.888235,112.1647059,0.472941176,5155977.978,691931.5847,Hebron 9301
5876,2702.2044,1921.91202,36.00358289,168.6647594,170.4847594,1558.448342,1588.084171,-1562.975936,112.1823529,0.470106952,5155977.89,691931.6024,Hebron 9301
5877,2702.3568,1922.03531,36.00363636,168.6636364,170.4836364,1558.537273,1588.173636,-1563.063636,112.2,0.467272727,5155977.803,691931.62,Hebron 9301
5878,2702.5092,1922.1586,36.00368984,168.6625134,170.4825134,1558.626203,1588.263102,-1563.151337,112.2176471,0.464438503,5155977.715,691931.6376,Hebron 9301
5879,2702.6616,1922.28189,36.00374332,168.6613904,170.4813904,1558.715134,1588.352567,-1563.239037,112.2352941,0.461604278,5155977.627,691931.6553,Hebron 9301
5880,2702.814,1922.40517,36.00379679,168.6602674,170.4802674,1558.804064,1588.442032,-1563.326738,112.2529412,0.458770053,5155977.539,691931.6729,Hebron 9301
5881,2702.9664,1922.52846,36.00385027,168.6591444,170.4791444,1558.892995,1588.531497,-1563.414439,112.2705882,0.455935829,5155977.452,691931.6906,Hebron 9301
5882,2703.1188,1922.65175,36.00390374,168.6580214,170.4780214,1558.981925,1588.620963,-1563.502139,112.2882353,0.453101604,5155977.364,691931.7082,Hebron 9301
5883,2703.2712,1922.77504,36.00395722,168.6568984,170.4768984,1559.070856,1588.710428,-1563.58984,112.3058824,0.45026738,5155977.276,691931.7259,Hebron 9301
5884,2703.4236,1922.89833,36.0040107,168.6557754,170.4757754,1559.159786,1588.799893,-1563.67754,112.3235294,0.447433155,5155977.188,691931.7435,Hebron 9301
5885,2703.576,1923.02161,36.00406417,168.6546524,170.4746524,1559.248717,1588.889358,-1563.765241,112.3411765,0.44459893,5155977.101,691931.7612,Hebron 9301
5886,2703.7284,1923.1449,36.00411765,168.6535294,170.4735294,1559.337647,1588.978824,-1563.852941,112.3588235,0.441764706,5155977.013,691931.7788,Hebron 9301
5887,2703.8808,1923.26819,36.00417112,168.6524064,170.4724064,1559.426578,1589.068289,-1563.940642,112.3764706,0.438930481,5155976.925,691931.7965,Hebron 9301
5888,2704.0332,1923.39148,36.0042246,168.6512834,170.4712834,1559.515508,1589.157754,-1564.028342,112.3941176,0.436096257,5155976.837,691931.8141,Hebron 9301
5889,2704.1856,1923.51477,36.00427807,168.6501604,170.4701604,1559.604439,1589.247219,-1564.116043,112.4117647,0.433262032,5155976.75,691931.8318,Hebron 9301
5890,2704.338,1923.63805,36.00433155,168.6490374,170.4690374,1559.693369,1589.336684,-1564.203743,112.4294118,0.430427807,5155976.662,691931.8494,Hebron 9301
5891,2704.4904,1923.76134,36.00438503,168.6479144,170.4679144,1559.782299,1589.42615,-1564.291444,112.4470588,0.427593583,5155976.574,691931.8671,Hebron 9301
5892,2704.6428,1923.88463,36.0044385,168.6467914,170.4667914,1559.87123,1589.515615,-1564.379144,112.4647059,0.424759358,5155976.486,691931.8847,Hebron 9301
5893,2704.7952,1924.00792,36.00449198,168.6456684,170.4656684,1559.96016,1589.60508,-1564.466845,112.4823529,0.421925134,5155976.399,691931.9024,Hebron 9301
5894,2704.9476,1924.1312,36.00454545,168.6445455,170.4645455,1560.049091,1589.694545,-1564.554545,112.5,0.419090909,5155976.311,691931.92,Hebron 9301
5895,2705.1,1924.25449,36.00459893,168.6434225,170.4634225,1560.138021,1589.784011,-1564.642246,112.5176471,0.416256684,5155976.223,691931.9376,Hebron 9301
5896,2705.2524,1924.37778,36.00465241,168.6422995,170.4622995,1560.226952,1589.873476,-1564.729947,112.5352941,0.41342246,5155976.135,691931.9553,Hebron 9301
