,DEPT,TVD,Incl,Azim Grid,Azim True,VSEC,AHD,NS,EW,DLS,Northing,Easting,Well
1479,748.4364,738.8915,19.72887097,199.7896237,201.6096237,66.51177419,80.07924731,-78.43387097,-36.99284946,2.441236559,5157462.516,691782.4153,Hebron 9301
1480,748.5888,739.0349,19.74483871,199.7816129,201.6016129,66.56096774,80.13322581,-78.48483871,-37.01064516,2.446129032,5157462.465,691782.3974,Hebron 9301
1481,748.7412,739.1784,19.76080645,199.7736022,201.5936022,66.61016129,80.1872043,-78.53580645,-37.02844086,2.451021505,5157462.414,691782.3796,Hebron 9301
1482,748.8936,739.3218,19.77677419,199.7655914,201.5855914,66.65935484,80.2411828,-78.58677419,-37.04623656,2.455913978,5157462.363,691782.3617,Hebron 9301
1483,749.046,739.4652,19.79274194,199.7575806,201.5775806,66.70854839,80.29516129,-78.63774194,-37.06403226,2.460806452,5157462.312,691782.3439,Hebron 9301
1484,749.1984,739.6086,19.80870968,199.7495699,201.5695699,66.75774194,80.34913978,-78.68870968,-37.08182796,2.465698925,5157462.261,691782.326,Hebron 9301
1485,749.3508,739.752,19.82467742,199.7415591,201.5615591,66.80693548,80.40311828,-78.73967742,-37.09962366,2.470591398,5157462.21,691782.3082,Hebron 9301
1486,749.5032,739.8953,19.84064516,199.7335484,201.5535484,66.85612903,80.45709677,-78.79064516,-37.11741935,2.475483871,5157462.159,691782.2903,Hebron 9301
1487,749.6556,740.0387,19.8566129,199.7255376,201.5455376,66.90532258,80.51107527,-78.8416129,-37.13521505,2.480376344,5157462.108,691782.2725,Hebron 9301
1488,749.808,740.182,19.87258065,199.7175269,201.5375269,66.95451613,80.56505376,-78.89258065,-37.15301075,2.485268817,5157462.057,691782.2546,Hebron 9301
1489,749.9604,740.3253,19.88854839,199.7095161,201.5295161,67.00370968,80.61903226,-78.94354839,-37.17080645,2.49016129,5157462.006,691782.2368,Hebron 9301
1490,750.1128,740.4686,19.90451613,199.7015054,201.5215054,67.05290323,80.67301075,-78.99451613,-37.18860215,2.495053763,5157461.955,691782.2189,Hebron 9301
1491,750.2652,740.6119,19.92048387,199.6934946,201.5134946,67.10209677,80.72698925,-79.04548387,-37.20639785,2.499946237,5157461.905,691782.2011,Hebron 9301
1492,750.4176,740.7552,19.93645161,199.6854839,201.5054839,67.15129032,80.78096774,-79.09645161,-37.22419355,2.50483871,5157461.854,691782.1832,Hebron 9301
1493,750.57,740.8985,19.95241935,199.6774731,201.4974731,67.20048387,80.83494624,-79.14741935,-37.24198925,2.509731183,5157461.803,691782.1654,Hebron 9301
1494,750.7224,741.0417,19.9683871,199.6694624,201.4894624,67.24967742,80.88892473,-79.1983871,-37.25978495,2.514623656,5157461.752,691782.1475,Hebron 9301
1495,750.8748,741.185,19.98435484,199.6614516,201.4814516,67.29887097,80.94290323,-79.24935484,-37.27758065,2.519516129,5157461.701,691782.1297,Hebron 9301
1496,751.0272,741.3282,20.00032258,199.6534409,201.4734409,67.34806452,80.99688172,-79.30032258,-37.29537634,2.524408602,5157461.65,691782.1118,Hebron 9301
1497,751.1796,741.4714,20.01629032,199.6454301,201.4654301,67.39725806,81.05086022,-79.35129032,-37.31317204,2.529301075,5157461.599,691782.094,Hebron 9301
1498,751.332,741.6146,20.03225806,199.6374194,201.4574194,67.44645161,81.10483871,-79.40225806,-37.33096774,2.534193548,5157461.548,691782.0761,Hebron 9301
1499,751.4844,741.7578,20.04822581,199.6294086,201.4494086,67.49564516,81.1588172,-79.45322581,-37.34876344,2.539086022,5157461.497,691782.0583,Hebron 9301
1500,751.6368,741.9009,20.06419355,199.6213978,201.4413978,67.54483871,81.2127957,-79.50419355,-37.36655914,2.543978495,5157461.446,691782.0404,Hebron 9301
1501,751.7892,742.0441,20.08016129,199.6133871,201.4333871,67.59403226,81.26677419,-79.55516129,-37.38435484,2.548870968,5157461.395,691782.0226,Hebron 9301
1502,751.9416,742.1872,20.09612903,199.6053763,201.4253763,67.64322581,81.32075269,-79.60612903,-37.40215054,2.553763441,5157461.344,691782.0047,Hebron 9301
1503,752.094,742.3303,20.11209677,199.5973656,201.4173656,67.69241935,81.37473118,-79.65709677,-37.41994624,2.558655914,5157461.293,691781.9869,Hebron 9301
1504,752.2464,742.4734,20.12806452,199.5893548,201.4093548,67.7416129,81.42870968,-79.70806452,-37.43774194,2.563548387,5157461.242,691781.969,Hebron 9301
1505,752.3988,742.6165,20.14403226,199.5813441,201.4013441,67.79080645,81.48268817,-79.75903226,-37.45553763,2.56844086,5157461.191,691781.9512,Hebron 9301
1506,752.5512,742.7596,20.16,199.5733333,201.3933333,67.84,81.53666667,-79.81,-37.47333333,2.573333333,5157461.14,691781.9333,Hebron 9301
1507,752.7036,742.9027,20.17596774,199.5653226,201.3853226,67.88919355,81.59064516,-79.86096774,-37.49112903,2.578225806,5157461.089,691781.9155,Hebron 9301
1508,752.856,743.0457,20.19193548,199.5573118,201.3773118,67.9383871,81.64462366,-79.91193548,-37.50892473,2.58311828,5157461.038,691781.8976,Hebron 9301
1509,753.0084,743.1887,20.20790323,199.5493011,201.3693011,67.98758065,81.69860215,-79.96290323,-37.52672043,2.588010753,5157460.987,691781.8798,Hebron 9301
1510,753.1608,743.3318,20.22387097,199.5412903,201.3612903,68.03677419,81.75258065,-80.01387097,-37.54451613,2.592903226,5157460.936,691781.8619,Hebron 9301
1511,753.3132,743.4748,20.23983871,199.5332796,201.3532796,68.08596774,81.80655914,-80.06483871,-37.56231183,2.597795699,5157460.885,691781.8441,Hebron 9301
1512,753.4656,743.6178,20.25580645,199.5252688,201.3452688,68.13516129,81.86053763,-80.11580645,-37.58010753,2.602688172,5157460.834,691781.8262,Hebron 9301
1513,753.618,743.7607,20.27177419,199.5172581,201.3372581,68.18435484,81.91451613,-80.16677419,-37.59790323,2.607580645,5157460.783,691781.8084,Hebron 9301
1514,753.7704,743.9037,20.28774194,199.5092473,201.3292473,68.23354839,81.96849462,-80.21774194,-37.61569892,2.612473118,5157460.732,691781.7905,Hebron 9301
1515,753.9228,744.0466,20.30370968,199.5012366,201.3212366,68.28274194,82.02247312,-80.26870968,-37.63349462,2.617365591,5157460.681,691781.7727,Hebron 9301
1516,754.0752,744.1896,20.31967742,199.4932258,201.3132258,68.33193548,82.07645161,-80.31967742,-37.65129032,2.622258065,5157460.63,691781.7548,Hebron 9301
1517,754.2276,744.3325,20.33564516,199.4852151,201.3052151,68.38112903,82.13043011,-80.37064516,-37.66908602,2.627150538,5157460.579,691781.737,Hebron 9301
1518,754.38,744.4754,20.3516129,199.4772043,201.2972043,68.43032258,82.1844086,-80.4216129,-37.68688172,2.632043011,5157460.528,691781.7191,Hebron 9301
1519,754.5324,744.6183,20.36758065,199.4691935,201.2891935,68.47951613,82.2383871,-80.47258065,-37.70467742,2.636935484,5157460.477,691781.7013,Hebron 9301
1520,754.6848,744.7611,20.38354839,199.4611828,201.2811828,68.52870968,82.29236559,-80.52354839,-37.72247312,2.641827957,5157460.426,691781.6834,Hebron 9301
1521,754.8372,744.904,20.39951613,199.453172,201.273172,68.57790323,82.34634409,-80.57451613,-37.74026882,2.64672043,5157460.375,691781.6656,Hebron 9301
1522,754.9896,745.0468,20.41548387,199.4451613,201.2651613,68.62709677,82.40032258,-80.62548387,-37.75806452,2.651612903,5157460.325,691781.6477,Hebron 9301
1523,755.142,745.1897,20.43145161,199.4371505,201.2571505,68.67629032,82.45430108,-80.67645161,-37.77586022,2.656505376,5157460.274,691781.6299,Hebron 9301
1524,755.2944,745.3325,20.44741935,199.4291398,201.2491398,68.72548387,82.50827957,-80.72741935,-37.79365591,2.661397849,5157460.223,691781.612,Hebron 9301
1525,755.4468,745.4753,20.4633871,199.421129,201.241129,68.77467742,82.56225806,-80.7783871,-37.81145161,2.666290323,5157460.172,691781.5942,Hebron 9301
1526,755.5992,745.6181,20.47935484,199.4131183,201.2331183,68.82387097,82.61623656,-80.82935484,-37.82924731,2.671182796,5157460.121,691781.5763,Hebron 9301
1527,755.7516,745.7608,20.49532258,199.4051075,201.2251075,68.87306452,82.67021505,-80.88032258,-37.84704301,2.676075269,5157460.07,691781.5585,Hebron 9301
1528,755.904,745.9036,20.51129032,199.3970968,201.2170968,68.92225806,82.72419355,-80.93129032,-37.86483871,2.680967742,5157460.019,691781.5406,Hebron 9301
1529,756.0564,746.0463,20.52725806,199.389086,201.209086,68.97145161,82.77817204,-80.98225806,-37.88263441,2.685860215,5157459.968,691781.5228,Hebron 9301
1530,756.2088,746.189,20.54322581,199.3810753,201.2010753,69.02064516,82.83215054,-81.03322581,-37.90043011,2.690752688,5157459.917,691781.5049,Hebron 9301
1531,756.3612,746.3318,20.55919355,199.3730645,201.1930645,69.06983871,82.88612903,-81.08419355,-37.91822581,2.695645161,5157459.866,691781.4871,Hebron 9301
1532,756.5136,746.4744,20.57516129,199.3650538,201.1850538,69.11903226,82.94010753,-81.13516129,-37.93602151,2.700537634,5157459.815,691781.4692,Hebron 9301
1533,756.666,746.6171,20.59112903,199.357043,201.177043,69.16822581,82.99408602,-81.18612903,-37.9538172,2.705430108,5157459.764,691781.4514,Hebron 9301
1534,756.8184,746.7598,20.60709677,199.3490323,201.1690323,69.21741935,83.04806452,-81.23709677,-37.9716129,2.710322581,5157459.713,691781.4335,Hebron 9301
1535,756.9708,746.9024,20.62306452,199.3410215,201.1610215,69.2666129,83.10204301,-81.28806452,-37.9894086,2.715215054,5157459.662,691781.4157,Hebron 9301
1536,757.1232,747.0451,20.63903226,199.3330108,201.1530108,69.31580645,83.15602151,-81.33903226,-38.0072043,2.720107527,5157459.611,691781.3978,Hebron 9301
1537,757.2756,747.1877,20.655,199.325,201.145,69.365,83.21,-81.39,-38.025,2.725,5157459.56,691781.38,Hebron 9301
1538,757.428,747.3303,20.67096774,199.3169892,201.1369892,69.41419355,83.26397849,-81.44096774,-38.0427957,2.729892473,5157459.509,691781.3622,Hebron 9301
1539,757.5804,747.4729,20.68693548,199.3089785,201.1289785,69.4633871,83.31795699,-81.49193548,-38.0605914,2.734784946,5157459.458,691781.3443,Hebron 9301
1540,757.7328,747.6155,20.70290323,199.3009677,201.1209677,69.51258065,83.37193548,-81.54290323,-38.0783871,2.739677419,5157459.407,691781.3265,Hebron 9301
1541,757.8852,747.758,20.71887097,199.292957,201.112957,69.56177419,83.42591398,-81.59387097,-38.0961828,2.744569892,5157459.356,691781.3086,Hebron 9301
1542,758.0376,747.9006,20.73483871,199.2849462,201.1049462,69.61096774,83.47989247,-81.64483871,-38.11397849,2.749462366,5157459.305,691781.2908,Hebron 9301
1543,758.19,748.0431,20.75080645,199.2769355,201.0969355,69.66016129,83.53387097,-81.69580645,-38.13177419,2.754354839,5157459.254,691781.2729,Hebron 9301
1544,758.3424,748.1856,20.76677419,199.2689247,201.0889247,69.70935484,83.58784946,-81.74677419,-38.14956989,2.759247312,5157459.203,691781.2551,Hebron 9301
1545,758.4948,748.3281,20.78274194,199.260914,201.080914,69.75854839,83.64182796,-81.79774194,-38.16736559,2.764139785,5157459.152,691781.2372,Hebron 9301
1546,758.6472,748.4706,20.79870968,199.2529032,201.0729032,69.80774194,83.69580645,-81.84870968,-38.18516129,2.769032258,5157459.101,691781.2194,Hebron 9301
1547,758.7996,748.6131,20.81467742,199.2448925,201.0648925,69.85693548,83.74978495,-81.89967742,-38.20295699,2.773924731,5157459.05,691781.2015,Hebron 9301
1548,758.952,748.7555,20.83064516,199.2368817,201.0568817,69.90612903,83.80376344,-81.95064516,-38.22075269,2.778817204,5157458.999,691781.1837,Hebron 9301
1549,759.1044,748.898,20.8466129,199.228871,201.048871,69.95532258,83.85774194,-82.0016129,-38.23854839,2.783709677,5157458.948,691781.1658,Hebron 9301
1550,759.2568,749.0404,20.86258065,199.2208602,201.0408602,70.00451613,83.91172043,-82.05258065,-38.25634409,2.788602151,5157458.897,691781.148,Hebron 9301
1551,759.4092,749.1828,20.87854839,199.2128495,201.0328495,70.05370968,83.96569892,-82.10354839,-38.27413978,2.793494624,5157458.846,691781.1301,Hebron 9301
1552,759.5616,749.3252,20.89451613,199.2048387,201.0248387,70.10290323,84.01967742,-82.15451613,-38.29193548,2.798387097,5157458.795,691781.1123,Hebron 9301
1553,759.714,749.4676,20.91048387,199.196828,201.016828,70.15209677,84.07365591,-82.20548387,-38.30973118,2.80327957,5157458.745,691781.0944,Hebron 9301
1554,759.8664,749.6099,20.92645161,199.1888172,201.0088172,70.20129032,84.12763441,-82.25645161,-38.32752688,2.808172043,5157458.694,691781.0766,Hebron 9301
1555,760.0188,749.7523,20.94241935,199.1808065,201.0008065,70.25048387,84.1816129,-82.30741935,-38.34532258,2.813064516,5157458.643,691781.0587,Hebron 9301
1556,760.1712,749.8946,20.9583871,199.1727957,200.9927957,70.29967742,84.2355914,-82.3583871,-38.36311828,2.817956989,5157458.592,691781.0409,Hebron 9301
1557,760.3236,750.0369,20.97435484,199.1647849,200.9847849,70.34887097,84.28956989,-82.40935484,-38.38091398,2.822849462,5157458.541,691781.023,Hebron 9301
1558,760.476,750.1792,20.99032258,199.1567742,200.9767742,70.39806452,84.34354839,-82.46032258,-38.39870968,2.827741935,5157458.49,691781.0052,Hebron 9301
1559,760.6284,750.3215,21.00629032,199.1487634,200.9687634,70.44725806,84.39752688,-82.51129032,-38.41650538,2.832634409,5157458.439,691780.9873,Hebron 9301
1560,760.7808,750.4638,21.02225806,199.1407527,200.9607527,70.49645161,84.45150538,-82.56225806,-38.43430108,2.837526882,5157458.388,691780.9695,Hebron 9301
1561,760.9332,750.6061,21.03822581,199.1327419,200.9527419,70.54564516,84.50548387,-82.61322581,-38.45209677,2.842419355,5157458.337,691780.9516,Hebron 9301
1562,761.0856,750.7483,21.05419355,199.1247312,200.9447312,70.59483871,84.55946237,-82.66419355,-38.46989247,2.847311828,5157458.286,691780.9338,Hebron 9301
1563,761.238,750.8905,21.07016129,199.1167204,200.9367204,70.64403226,84.61344086,-82.71516129,-38.48768817,2.852204301,5157458.235,691780.9159,Hebron 9301
1564,761.3904,751.0327,21.08612903,199.1087097,200.9287097,70.69322581,84.66741935,-82.76612903,-38.50548387,2.857096774,5157458.184,691780.8981,Hebron 9301
1565,761.5428,751.1749,21.10209677,199.1006989,200.9206989,70.74241935,84.72139785,-82.81709677,-38.52327957,2.861989247,5157458.133,691780.8802,Hebron 9301
1566,761.6952,751.3171,21.11806452,199.0926882,200.9126882,70.7916129,84.77537634,-82.86806452,-38.54107527,2.86688172,5157458.082,691780.8624,Hebron 9301
1567,761.8476,751.4593,21.13403226,199.0846774,200.9046774,70.84080645,84.82935484,-82.91903226,-38.55887097,2.871774194,5157458.031,691780.8445,Hebron 9301
1568,762.0,751.6014,21.15,199.0766667,200.8966667,70.89,84.88333333,-82.97,-38.57666667,2.876666667,5157457.98,691780.8267,Hebron 9301
1569,762.1524,751.7436,21.16596774,199.0686559,200.8886559,70.93919355,84.93731183,-83.02096774,-38.59446237,2.88155914,5157457.929,691780.8088,Hebron 9301
1570,762.3048,751.8857,21.18193548,199.0606452,200.8806452,70.9883871,84.99129032,-83.07193548,-38.61225806,2.886451613,5157457.878,691780.791,Hebron 9301
1571,762.4572,752.0278,21.19790323,199.0526344,200.8726344,71.03758065,85.04526882,-83.12290323,-38.63005376,2.891344086,5157457.827,691780.7731,Hebron 9301
1572,762.762,752.312,21.21387097,199.0446237,200.8646237,71.08677419,85.09924731,-83.17387097,-38.64784946,2.896236559,5157457.776,691780.7553,Hebron 9301
1573,762.9144,752.454,21.22983871,199.0366129,200.8566129,71.13596774,85.15322581,-83.22483871,-38.66564516,2.901129032,5157457.725,691780.7374,Hebron 9301
1574,763.0668,752.5961,21.24580645,199.0286022,200.8486022,71.18516129,85.2072043,-83.27580645,-38.68344086,2.906021505,5157457.674,691780.7196,Hebron 9301
1575,763.2192,752.7381,21.26177419,199.0205914,200.8405914,71.23435484,85.2611828,-83.32677419,-38.70123656,2.910913978,5157457.623,691780.7017,Hebron 9301
1576,763.3716,752.8801,21.27774194,199.0125806,200.8325806,71.28354839,85.31516129,-83.37774194,-38.71903226,2.915806452,5157457.572,691780.6839,Hebron 9301
1577,763.524,753.0221,21.29370968,199.0045699,200.8245699,71.33274194,85.36913978,-83.42870968,-38.73682796,2.920698925,5157457.521,691780.666,Hebron 9301
1578,763.6764,753.1641,21.30967742,198.9965591,200.8165591,71.38193548,85.42311828,-83.47967742,-38.75462366,2.925591398,5157457.47,691780.6482,Hebron 9301
1579,763.8288,753.3061,21.32564516,198.9885484,200.8085484,71.43112903,85.47709677,-83.53064516,-38.77241935,2.930483871,5157457.419,691780.6303,Hebron 9301
1580,763.9812,753.448,21.3416129,198.9805376,200.8005376,71.48032258,85.53107527,-83.5816129,-38.79021505,2.935376344,5157457.368,691780.6125,Hebron 9301
1581,764.1336,753.59,21.35758065,198.9725269,200.7925269,71.52951613,85.58505376,-83.63258065,-38.80801075,2.940268817,5157457.317,691780.5946,Hebron 9301
1582,764.286,753.7319,21.37354839,198.9645161,200.7845161,71.57870968,85.63903226,-83.68354839,-38.82580645,2.94516129,5157457.266,691780.5768,Hebron 9301
1583,764.4384,753.8738,21.38951613,198.9565054,200.7765054,71.62790323,85.69301075,-83.73451613,-38.84360215,2.950053763,5157457.215,691780.5589,Hebron 9301
1584,764.5908,754.0157,21.40548387,198.9484946,200.7684946,71.67709677,85.74698925,-83.78548387,-38.86139785,2.954946237,5157457.165,691780.5411,Hebron 9301
1585,764.7432,754.1576,21.42145161,198.9404839,200.7604839,71.72629032,85.80096774,-83.83645161,-38.87919355,2.95983871,5157457.114,691780.5232,Hebron 9301
1586,764.8956,754.2994,21.43741935,198.9324731,200.7524731,71.77548387,85.85494624,-83.88741935,-38.89698925,2.964731183,5157457.063,691780.5054,Hebron 9301
1587,765.048,754.4413,21.4533871,198.9244624,200.7444624,71.82467742,85.90892473,-83.9383871,-38.91478495,2.969623656,5157457.012,691780.4875,Hebron 9301
1588,765.2004,754.5831,21.46935484,198.9164516,200.7364516,71.87387097,85.96290323,-83.98935484,-38.93258065,2.974516129,5157456.961,691780.4697,Hebron 9301
1589,765.3528,754.7249,21.48532258,198.9084409,200.7284409,71.92306452,86.01688172,-84.04032258,-38.95037634,2.979408602,5157456.91,691780.4518,Hebron 9301
1590,765.5052,754.8667,21.50129032,198.9004301,200.7204301,71.97225806,86.07086022,-84.09129032,-38.96817204,2.984301075,5157456.859,691780.434,Hebron 9301
1591,765.6576,755.0085,21.51725806,198.8924194,200.7124194,72.02145161,86.12483871,-84.14225806,-38.98596774,2.989193548,5157456.808,691780.4161,Hebron 9301
1592,765.81,755.1503,21.53322581,198.8844086,200.7044086,72.07064516,86.1788172,-84.19322581,-39.00376344,2.994086022,5157456.757,691780.3983,Hebron 9301
1593,765.9624,755.292,21.54919355,198.8763978,200.6963978,72.11983871,86.2327957,-84.24419355,-39.02155914,2.998978495,5157456.706,691780.3804,Hebron 9301
1594,766.1148,755.4338,21.56516129,198.8683871,200.6883871,72.16903226,86.28677419,-84.29516129,-39.03935484,3.003870968,5157456.655,691780.3626,Hebron 9301
1595,766.2672,755.5755,21.58112903,198.8603763,200.6803763,72.21822581,86.34075269,-84.34612903,-39.05715054,3.008763441,5157456.604,691780.3447,Hebron 9301
1596,766.4196,755.7172,21.59709677,198.8523656,200.6723656,72.26741935,86.39473118,-84.39709677,-39.07494624,3.013655914,5157456.553,691780.3269,Hebron 9301
1597,766.572,755.8589,21.61306452,198.8443548,200.6643548,72.3166129,86.44870968,-84.44806452,-39.09274194,3.018548387,5157456.502,691780.309,Hebron 9301
1598,766.7244,756.0005,21.62903226,198.8363441,200.6563441,72.36580645,86.50268817,-84.49903226,-39.11053763,3.02344086,5157456.451,691780.2912,Hebron 9301
1599,766.8768,756.1422,21.645,198.8283333,200.6483333,72.415,86.55666667,-84.55,-39.12833333,3.028333333,5157456.4,691780.2733,Hebron 9301
1600,767.0292,756.2838,21.66096774,198.8203226,200.6403226,72.46419355,86.61064516,-84.60096774,-39.14612903,3.033225806,5157456.349,691780.2555,Hebron 9301
1601,767.1816,756.4255,21.67693548,198.8123118,200.6323118,72.5133871,86.66462366,-84.65193548,-39.16392473,3.03811828,5157456.298,691780.2376,Hebron 9301
1602,767.334,756.5671,21.69290323,198.8043011,200.6243011,72.56258065,86.71860215,-84.70290323,-39.18172043,3.043010753,5157456.247,691780.2198,Hebron 9301
1603,767.4864,756.7087,21.70887097,198.7962903,200.6162903,72.61177419,86.77258065,-84.75387097,-39.19951613,3.047903226,5157456.196,691780.2019,Hebron 9301
1604,767.6388,756.8503,21.72483871,198.7882796,200.6082796,72.66096774,86.82655914,-84.80483871,-39.21731183,3.052795699,5157456.145,691780.1841,Hebron 9301
1605,767.7912,756.9918,21.74080645,198.7802688,200.6002688,72.71016129,86.88053763,-84.85580645,-39.23510753,3.057688172,5157456.094,691780.1662,Hebron 9301
1606,767.9436,757.1334,21.75677419,198.7722581,200.5922581,72.75935484,86.93451613,-84.90677419,-39.25290323,3.062580645,5157456.043,691780.1484,Hebron 9301
1607,768.096,757.2749,21.77274194,198.7642473,200.5842473,72.80854839,86.98849462,-84.95774194,-39.27069892,3.067473118,5157455.992,691780.1305,Hebron 9301
1608,768.2484,757.4164,21.78870968,198.7562366,200.5762366,72.85774194,87.04247312,-85.00870968,-39.28849462,3.072365591,5157455.941,691780.1127,Hebron 9301
1609,768.4008,757.5579,21.80467742,198.7482258,200.5682258,72.90693548,87.09645161,-85.05967742,-39.30629032,3.077258065,5157455.89,691780.0948,Hebron 9301
1610,768.5532,757.6994,21.82064516,198.7402151,200.5602151,72.95612903,87.15043011,-85.11064516,-39.32408602,3.082150538,5157455.839,691780.077,Hebron 9301
1611,768.7056,757.8409,21.8366129,198.7322043,200.5522043,73.00532258,87.2044086,-85.1616129,-39.34188172,3.087043011,5157455.788,691780.0591,Hebron 9301
1612,768.858,757.9823,21.85258065,198.7241935,200.5441935,73.05451613,87.2583871,-85.21258065,-39.35967742,3.091935484,5157455.737,691780.0413,Hebron 9301
1613,769.0104,758.1238,21.86854839,198.7161828,200.5361828,73.10370968,87.31236559,-85.26354839,-39.37747312,3.096827957,5157455.686,691780.0234,Hebron 9301
1614,769.1628,758.2652,21.88451613,198.708172,200.528172,73.15290323,87.36634409,-85.31451613,-39.39526882,3.10172043,5157455.635,691780.0056,Hebron 9301
1615,769.3152,758.4066,21.90048387,198.7001613,200.5201613,73.20209677,87.42032258,-85.36548387,-39.41306452,3.106612903,5157455.585,691779.9877,Hebron 9301
1616,769.4676,758.548,21.91645161,198.6921505,200.5121505,73.25129032,87.47430108,-85.41645161,-39.43086022,3.111505376,5157455.534,691779.9699,Hebron 9301
1617,769.62,758.6894,21.93241935,198.6841398,200.5041398,73.30048387,87.52827957,-85.46741935,-39.44865591,3.116397849,5157455.483,691779.952,Hebron 9301
1618,769.7724,758.8307,21.9483871,198.676129,200.496129,73.34967742,87.58225806,-85.5183871,-39.46645161,3.121290323,5157455.432,691779.9342,Hebron 9301
1619,769.9248,758.9721,21.96435484,198.6681183,200.4881183,73.39887097,87.63623656,-85.56935484,-39.48424731,3.126182796,5157455.381,691779.9163,Hebron 9301
1620,770.0772,759.1134,21.98032258,198.6601075,200.4801075,73.44806452,87.69021505,-85.62032258,-39.50204301,3.131075269,5157455.33,691779.8985,Hebron 9301
1621,770.2296,759.2547,21.99629032,198.6520968,200.4720968,73.49725806,87.74419355,-85.67129032,-39.51983871,3.135967742,5157455.279,691779.8806,Hebron 9301
1622,770.382,759.396,22.01225806,198.644086,200.464086,73.54645161,87.79817204,-85.72225806,-39.53763441,3.140860215,5157455.228,691779.8628,Hebron 9301
1623,770.5344,759.5373,22.02822581,198.6360753,200.4560753,73.59564516,87.85215054,-85.77322581,-39.55543011,3.145752688,5157455.177,691779.8449,Hebron 9301
1624,770.6868,759.6785,22.04419355,198.6280645,200.4480645,73.64483871,87.90612903,-85.82419355,-39.57322581,3.150645161,5157455.126,691779.8271,Hebron 9301
1625,770.8392,759.8198,22.06016129,198.6200538,200.4400538,73.69403226,87.96010753,-85.87516129,-39.59102151,3.155537634,5157455.075,691779.8092,Hebron 9301
1626,770.9916,759.961,22.07612903,198.612043,200.432043,73.74322581,88.01408602,-85.92612903,-39.6088172,3.160430108,5157455.024,691779.7914,Hebron 9301
1627,771.144,760.1022,22.09209677,198.6040323,200.4240323,73.79241935,88.06806452,-85.97709677,-39.6266129,3.165322581,5157454.973,691779.7735,Hebron 9301
1628,771.2964,760.2434,22.10806452,198.5960215,200.4160215,73.8416129,88.12204301,-86.02806452,-39.6444086,3.170215054,5157454.922,691779.7557,Hebron 9301
1629,771.4488,760.3846,22.12403226,198.5880108,200.4080108,73.89080645,88.17602151,-86.07903226,-39.6622043,3.175107527,5157454.871,691779.7378,Hebron 9301
1630,771.58,760.51,22.14,198.58,200.4,73.94,88.23,-86.13,-39.68,3.18,5157454.82,691779.72,Hebron 9301
1631,771.6012,760.5258,22.15967568,198.5722703,200.3922703,73.99659459,88.29145946,-86.18848649,-39.69881081,3.184162162,5157454.761,691779.7012,Hebron 9301
1632,771.7536,760.6669,22.17935135,198.5645405,200.3845405,74.05318919,88.35291892,-86.24697297,-39.71762162,3.188324324,5157454.703,691779.6824,Hebron 9301
1633,771.906,760.8081,22.19902703,198.5568108,200.3768108,74.10978378,88.41437838,-86.30545946,-39.73643243,3.192486486,5157454.644,691779.6636,Hebron 9301
1634,772.0584,760.9492,22.2187027,198.5490811,200.3690811,74.16637838,88.47583784,-86.36394595,-39.75524324,3.196648649,5157454.586,691779.6448,Hebron 9301
1635,772.2108,761.0903,22.23837838,198.5413514,200.3613514,74.22297297,88.5372973,-86.42243243,-39.77405405,3.200810811,5157454.527,691779.6259,Hebron 9301
1636,772.3632,761.2314,22.25805405,198.5336216,200.3536216,74.27956757,88.59875676,-86.48091892,-39.79286486,3.204972973,5157454.469,691779.6071,Hebron 9301
1637,772.5156,761.3724,22.27772973,198.5258919,200.3458919,74.33616216,88.66021622,-86.53940541,-39.81167568,3.209135135,5157454.41,691779.5883,Hebron 9301
1638,772.668,761.5134,22.29740541,198.5181622,200.3381622,74.39275676,88.72167568,-86.59789189,-39.83048649,3.213297297,5157454.352,691779.5695,Hebron 9301
1639,772.8204,761.6544,22.31708108,198.5104324,200.3304324,74.44935135,88.78313514,-86.65637838,-39.8492973,3.217459459,5157454.293,691779.5507,Hebron 9301
1640,772.9728,761.7954,22.33675676,198.5027027,200.3227027,74.50594595,88.84459459,-86.71486486,-39.86810811,3.221621622,5157454.235,691779.5319,Hebron 9301
1641,773.1252,761.9364,22.35643243,198.494973,200.314973,74.56254054,88.90605405,-86.77335135,-39.88691892,3.225783784,5157454.176,691779.5131,Hebron 9301
1642,773.2776,762.0774,22.37610811,198.4872432,200.3072432,74.61913514,88.96751351,-86.83183784,-39.90572973,3.229945946,5157454.118,691779.4943,Hebron 9301
1643,773.43,762.2183,22.39578378,198.4795135,200.2995135,74.67572973,89.02897297,-86.89032432,-39.92454054,3.234108108,5157454.059,691779.4755,Hebron 9301
1644,773.5824,762.3592,22.41545946,198.4717838,200.2917838,74.73232432,89.09043243,-86.94881081,-39.94335135,3.23827027,5157454.0,691779.4566,Hebron 9301
1645,773.7348,762.5001,22.43513514,198.4640541,200.2840541,74.78891892,89.15189189,-87.0072973,-39.96216216,3.242432432,5157453.942,691779.4378,Hebron 9301
1646,773.8872,762.641,22.45481081,198.4563243,200.2763243,74.84551351,89.21335135,-87.06578378,-39.98097297,3.246594595,5157453.883,691779.419,Hebron 9301
1647,774.0396,762.7818,22.47448649,198.4485946,200.2685946,74.90210811,89.27481081,-87.12427027,-39.99978378,3.250756757,5157453.825,691779.4002,Hebron 9301
